Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,predicted_sentiment
307,311,envious eye fixated gilded prize heartache fueled painful desire possession seem forever reach, Envious ,2021-02-28, GildedHeartache , Facebook , #Envious #GildedPrize ,20.0,40.0, USA ,2021,2,28,22,positive
308,312,dismissive glance fortress built indifference wall impenetrable plea understanding recognition, Dismissive ,2018-05-10, IndifferentFort , Twitter , #Dismissive #ImpenetrableWalls ,14.0,28.0, UK ,2018,5,10,14,positive
309,313,shattered dream lie floor like fragment glass mosaic disappointment crafted hand frustration, Frustrated ,2022-01-07, DreamMosaic , Instagram , #Frustrated #MosaicOfDisappointment ,15.0,30.0, Canada ,2022,1,7,11,positive
310,314,loneliness silent companion night echo chamber solitude heart solitary nocturne, Loneliness ,2019-09-19, NocturnalEcho , Facebook , #Loneliness #SolitaryNocturne ,18.0,36.0, Australia ,2019,9,19,3,positive
311,315,fearful whisper dark mind haunted specter unknown shadow dancing rhythm anxiety tune, Fearful ,2023-07-14, DarkWhispers , Twitter , #Fearful #SpecterOfTheUnknown ,13.0,26.0, UK ,2023,7,14,23,positive
312,316,bitterness bitter aftertaste lingering tongue word reminder wound refuse heal passing time, Bitterness ,2020-04-05, LingeringTaste , Instagram , #Bitterness #BitterAftertaste ,10.0,20.0, India ,2020,4,5,16,positive
313,317,overwhelmed cacophony expectation drowning soul tempest pressure struggling stay afloat, Overwhelmed ,2021-11-29, TempestSurvivor , Facebook , #Overwhelmed #DrowningSoul ,20.0,40.0, USA ,2021,11,29,8,positive
314,318,jealousy venom seeps vein poisoning heart turning breeding ground discontent, Jealous ,2019-12-12, VenomousHeart , Twitter , #Jealous #HeartOfDiscontent ,16.0,32.0, Australia ,2019,12,12,17,positive
315,319,devastated revelation betrayal trust shattered like fragile glass leaving shard pain wake, Devastated ,2022-05-20, FragileTrust , Instagram , #Devastated #ShatteredTrust ,25.0,50.0, Canada ,2022,5,20,14,positive
316,320,frustrated attempt mend broken connection thread understanding slipping finger like grain sand, Frustrated ,2020-09-03, BrokenThreads , Facebook , #Frustrated #SlippingThreads ,14.0,28.0, UK ,2020,9,3,12,positive
317,321,envious gaze cast upon podium success bitter pill swallowed taste lingering constant reminder unattained height, Envious ,2021-02-10, SuccessPill , Twitter , #Envious #BitterPill ,20.0,40.0, USA ,2021,2,10,19,positive
318,322,dismissive gesture curtain drawn shield vulnerability stage emotion take backseat performance indifference, Dismissive ,2018-08-18, CurtainShield , Instagram , #Dismissive #IndifferencePerformance ,12.0,24.0, Australia ,2018,8,18,14,positive
319,323,despair like heavy fog enveloping every thought blurring path ahead journey labyrinth utter hopelessness, Despair ,2022-02-28, FoggyLabyrinth , Facebook , #Despair #LabyrinthOfHopelessness ,8.0,16.0, Canada ,2022,2,28,21,positive
320,324,bitterness bitter chill air freezing moment icicle resentment dangle precariously landscape memory, Bitterness ,2019-10-15, IcyResentment , Twitter , #Bitterness #IciclesOfResentment ,15.0,30.0, UK ,2019,10,15,10,positive
321,325,loneliness solitary moon starless sky casting cold glow landscape isolation echo bounce empty space, Loneliness ,2017-12-01, SolitaryMoon , Instagram , #Loneliness #StarlessSky ,18.0,36.0, USA ,2017,12,1,18,positive
322,326,yearning warmth vanished sun heartache painted hue sunset never graced horizon, Yearning ,2020-04-18, VanishedSunset , Facebook , #Yearning #HuesOfSunset ,10.0,20.0, Australia ,2020,4,18,16,positive
323,327,fearful eye scanning shadow prisoner night terrorized lurking monster born mind darkest corner, Fearful ,2023-01-07, NightPrisoner , Twitter , #Fearful #LurkingMonsters ,18.0,36.0, India ,2023,1,7,3,positive
324,328,apprehensive whisper wind forecast uncertainty mind weather vane spinning wildly storm doubt, Apprehensive ,2021-06-10, WindWhisperer , Instagram , #Apprehensive #StormOfDoubt ,14.0,28.0, Canada ,2021,6,10,10,positive
325,329,overwhelmed maze expectation minotaur pressure lurking labyrinth waiting devour spirit resilience, Overwhelmed ,2020-02-22, MazeExplorer , Facebook , #Overwhelmed #MinotaurOfPressure ,22.0,44.0, USA ,2020,2,22,15,positive
326,330,jealousy festering wound pain intensifying glance garden others achievement blooming beyond fence, Jealous ,2018-03-17, WoundedGarden , Twitter , #Jealous #BloomingAchievements ,16.0,32.0, UK ,2018,3,17,14,positive
327,331,devastated heart ruin echo shattered dream reverberating chamber requiem whole, Devastated ,2022-10-28, RuinedHeart , Instagram , #Devastated #EchoesOfShatteredDreams ,25.0,50.0, Australia ,2022,10,28,11,positive
328,332,frustrated attempt untangle knot confusion thread understanding slipping labyrinth miscommunication, Frustrated ,2020-11-01, KnotUntangler , Facebook , #Frustrated #LabyrinthOfMiscommunication ,14.0,28.0, India ,2020,11,1,12,positive
329,333,envious eye locked treasure chest opportunity heartache fueled desire key seem forever elusive, Envious ,2021-01-15, ElusiveKeys , Twitter , #Envious #DesireForKeys ,20.0,40.0, USA ,2021,1,15,22,positive
330,334,dismissive gesture curtain drawn shield vulnerability stage emotion take backseat performance indifference, Dismissive ,2018-08-18, IndifferentFort , Instagram , #Dismissive #IndifferencePerformance ,12.0,24.0, Australia ,2018,8,18,14,positive
331,335,shattered dream lie floor like fragment glass mosaic disappointment crafted hand frustration, Frustrated ,2022-01-07, DreamMosaic , Twitter , #Frustrated #MosaicOfDisappointment ,15.0,30.0, Canada ,2022,1,7,11,positive
332,336,loneliness silent companion night echo chamber solitude heart solitary nocturne, Loneliness ,2019-09-19, NocturnalEcho , Facebook , #Loneliness #SolitaryNocturne ,18.0,36.0, Australia ,2019,9,19,3,positive
333,337,awestruck breathtaking sunrise mountain, Awe           ,2022-04-03, NatureAdmirer  , Instagram , #Awe #BreathtakingSunrise                   ,28.0,55.0, USA               ,2022,4,3,6,positive
334,338,navigating challenge determination, Determination ,2023-10-12, GoalPursuer    , Twitter  , #Determination #Challenges                  ,15.0,30.0, Canada            ,2023,10,12,10,positive
335,339,nostalgia hit flipping old photo album, Nostalgia      ,2019-06-28, MemoryLane     , Facebook , #Nostalgia #OldMemories                     ,22.0,45.0, UK                ,2019,6,28,19,positive
336,340,thrilled witness grandeur cultural festival, Thrill        ,2020-09-15, CultureEnthusiast , Instagram , #Thrill #CulturalCelebration              ,40.0,80.0, India              ,2020,9,15,14,positive
337,341,calmness found rhythm raindrop windowpane, Calmness      ,2017-11-08, RainWatcher    , Twitter  , #Calmness #RainyDays                        ,18.0,35.0, Australia          ,2017,11,8,21,positive
338,342,overwhelmed support received personal challenge, Overwhelmed   ,2021-05-20, PersonalJourney , Facebook , #Overwhelmed #SupportiveCommunity          ,25.0,50.0, USA               ,2021,5,20,17,positive
339,343,excitement build countdown longawaited vacation begin, Excitement ,2023-01-10, VacationDreamer , Instagram , #Excitement #VacationCountdown        ,30.0,60.0, France            ,2023,1,10,12,positive
340,344,reflecting life journey grateful lesson learned, Gratitude   ,2018-12-05, LifeLearner   , Twitter  , #Gratitude #LifeLessons                    ,35.0,70.0, Brazil            ,2018,12,5,8,positive
341,345,bittersweet emotion arise bidding farewell dear friend, Bittersweet ,2020-03-15, FarewellSender , Instagram , #Bittersweet #Farewell                     ,20.0,40.0, Japan             ,2020,3,15,18,positive
342,346,curiosity sparked exploring mysterious ancient ruin, Curiosity     ,2016-08-22, HistoryExplorer , Facebook , #Curiosity #AncientDiscovery          ,18.0,35.0, Greece            ,2016,8,22,15,positive
343,347,admiration intricate detail handcrafted masterpiece, Admiration    ,2019-08-20, CraftEnthusiast , Instagram , #Admiration #HandcraftedArt               ,25.0,50.0, USA               ,2019,8,20,16,positive
344,348,overjoyed warmth cozy fireplace winter evening, Overjoyed     ,2021-12-08, WinterLover     , Twitter  , #Overjoyed #WinterWarmth                  ,18.0,35.0, Canada            ,2021,12,8,19,positive
345,349,inspiration strike observing color vibrant sunset, Inspiration   ,2020-06-10, SunsetWatcher   , Instagram , #Inspiration #ColorfulSunset             ,30.0,60.0, UK                ,2020,6,10,20,positive
346,350,motivated achieve fitness goal invigorating workout, Motivation    ,2022-02-28, FitnessJunkie   , Facebook , #Motivation #FitnessGoals                 ,40.0,80.0, Australia          ,2022,2,28,7,positive
347,351,gratitude simple joy found cup morning coffee, Gratitude     ,2017-04-15, CoffeeLover     , Twitter  , #Gratitude #MorningCoffee                 ,22.0,45.0, India             ,2017,4,15,8,positive
348,352,feeling empowered conquering challenging hiking trail, Empowerment   ,2018-09-05, HikingExplorer  , Instagram , #Empowerment #HikingAdventure             ,35.0,70.0, USA               ,2018,9,5,14,positive
349,353,amused antic playful kitten playtime, Amusement     ,2022-10-22, KittyObserver   , Facebook , #Amusement #PlayfulKittens               ,15.0,30.0, Canada            ,2022,10,22,12,positive
350,354,contemplating life mystery starry night sky, Contemplation ,2016-07-02, Stargazer       , Twitter  , #Contemplation #StarryNight               ,28.0,55.0, UK                ,2016,7,2,23,positive
351,355,joyful reunion longlost friend year separation, JoyfulReunion ,2020-11-18, FriendshipRenewal , Instagram , #JoyfulReunion #Friendship               ,20.0,40.0, India             ,2020,11,18,17,positive
352,356,excitement build preparing surprise celebration, Excitement    ,2023-03-05, CelebrationPlanner , Facebook , #Excitement #SurpriseCelebration         ,30.0,60.0, Australia          ,2023,3,5,15,positive
353,357,satisfaction derived successfully completing diy project, Satisfaction  ,2015-12-01, DIYEnthusiast   , Twitter  , #Satisfaction #DIYProject                 ,25.0,50.0, USA               ,2015,12,1,11,positive
354,358,feeling blessed supportive community time need, Blessed       ,2021-09-10, CommunityHelper , Instagram , #Blessed #SupportiveCommunity            ,18.0,35.0, UK                ,2021,9,10,9,positive
355,359,captivated serenity tranquil garden full bloom, Serenity      ,2018-05-12, GardenEnthusiast , Facebook , #Serenity #TranquilGarden                ,22.0,45.0, Canada            ,2018,5,12,14,positive
356,360,anticipation upcoming adventure exotic destination, Anticipation  ,2022-07-25, Wanderlust      , Twitter  , #Anticipation #AdventureAwaits           ,40.0,80.0, India             ,2022,7,25,10,positive
357,361,reflecting personal growth achieved life experience, Reflection    ,2019-03-08, GrowthSeeker    , Instagram , #Reflection #PersonalGrowth              ,35.0,70.0, USA               ,2019,3,8,18,positive
358,362,nostalgic memory flood revisiting childhood favorite, Nostalgia     ,2017-01-28, ChildhoodMemories , Facebook , #Nostalgia #ChildhoodFavorites           ,20.0,40.0, Australia          ,2017,1,28,21,positive
359,363,appreciation vibrant culture experienced travel, Appreciation  ,2016-11-14, CultureExplorer , Twitter  , #Appreciation #CulturalExperience        ,28.0,55.0, UK                ,2016,11,14,13,positive
360,364,confidence soar overcoming public speaking anxiety, Confidence    ,2020-04-02, PublicSpeaker   , Instagram , #Confidence #OvercomingAnxiety          ,15.0,30.0, USA               ,2020,4,2,17,positive
361,365,contentment midst family gathering filled laughter, Contentment   ,2023-01-15, FamilyCelebration , Facebook , #Contentment #FamilyLaughter             ,25.0,50.0, Canada            ,2023,1,15,19,positive
362,366,enthusiasm learning new skill expanding knowledge, Enthusiasm    ,2018-08-07, LifelongLearner , Twitter  , #Enthusiasm #SkillBuilding               ,30.0,60.0, India             ,2018,8,7,12,positive
363,367,surprise delight discovering hidden gem city, Surprise      ,2019-10-18, CityExplorer    , Instagram , #Surprise #HiddenGem                      ,18.0,35.0, UK                ,2019,10,18,16,positive
364,368,sense accomplishment completing challenging workout, Accomplishment ,2022-06-30, FitnessAchiever , Facebook , #Accomplishment #FitnessSuccess         ,22.0,45.0, Australia          ,2022,6,30,7,positive
365,369,wonderment beauty double rainbow rain, Wonderment    ,2017-06-12, RainbowChaser   , Twitter  , #Wonderment #DoubleRainbow               ,35.0,70.0, USA               ,2017,6,12,18,positive
366,370,optimism bright future amidst challenging time, Optimism      ,2021-07-05, FutureOptimist  , Instagram , #Optimism #BrightFuture                  ,20.0,40.0, Canada            ,2021,7,5,9,positive
367,371,pride achieving personal milestone career progression, Pride         ,2016-04-15, CareerAchiever  , Facebook , #Pride #CareerMilestone                  ,28.0,55.0, UK                ,2016,4,15,14,positive
368,372,happiness bloom like flower garden sunny day, Happiness     ,2020-02-10, SunnyDayEnthusiast , Twitter  , #Happiness #SunnyDay                      ,15.0,30.0, India             ,2020,2,10,11,positive
369,373,elation discovering rare book quaint bookstore, Elation       ,2018-09-22, Bookworm        , Instagram , #Elation #RareBookDiscovery              ,40.0,80.0, USA               ,2018,9,22,16,positive
370,374,curiosity piqued mystery ancient archaeological site, Curiosity   ,2015-11-08, ArchaeologyEnthusiast , Facebook , #Curiosity #AncientMysteries            ,18.0,35.0, Australia          ,2015,11,8,10,positive
371,375,mesmerized cosmic dance firefly moonlit night, Enchantment   ,2022-08-10, NightSkyObserver , Instagram , #Enchantment #CosmicFireflies             ,25.0,50.0, Brazil           ,2022,8,10,22,positive
372,376,intrigued symphony color abstract art exhibition, Intrigue      ,2019-04-05, ArtConnoisseur  , Twitter  , #Intrigue #AbstractArt                   ,18.0,35.0, France           ,2019,4,5,17,positive
373,377,giggle joy echo air childrens playdate, PlayfulJoy    ,2020-12-15, PlayfulParent   , Facebook , #PlayfulJoy #ChildrensPlaydate           ,22.0,45.0, Japan            ,2020,12,15,15,positive
374,378,enveloped serenity practicing mindfulness lake, Mindfulness   ,2017-10-20, ZenSeeker       , Instagram , #Mindfulness #LakeTranquility            ,35.0,70.0, Canada           ,2017,10,20,8,positive
375,379,chasing dream like kite soaring high vast open sky, DreamChaser   ,2021-02-28, SkyDreamer      , Twitter  , #DreamChaser #SkyHighDreams              ,30.0,60.0, Australia         ,2021,2,28,13,positive
376,380,spellbound elegance ballroom dance crystal chandelier, Elegance ,2018-06-12, DanceEnthusiast , Facebook , #Elegance #BallroomDance                ,28.0,55.0, UK               ,2018,6,12,20,positive
377,381,whimsical delight world fairy tale magical creature, Whimsy        ,2016-03-08, FairyTaleExplorer , Instagram , #Whimsy #MagicalWorld                    ,20.0,40.0, USA             ,2016,3,8,14,positive
378,382,pensive contemplation amid ancient ruin forgotten civilization, Pensive ,2023-04-18, RuinsExplorer   , Twitter  , #Pensive #AncientCivilization           ,18.0,35.0, Greece           ,2023,4,18,17,positive
379,383,embracing thrill speed rollercoasters exhilarating twist, Thrill      ,2020-07-25, RollercoasterFan , Facebook , #Thrill #RollercoasterAdventure        ,22.0,45.0, Germany         ,2020,7,25,12,positive
380,384,harmony resonates musician play melody unity togetherness, Harmony    ,2019-11-30, MusicHarmonist  , Instagram , #Harmony #MusicalUnity                   ,35.0,70.0, Sweden          ,2019,11,30,19,positive
381,385,burst creativity quiet solitude artist studio, Creativity   ,2015-09-01, StudioArtist    , Twitter  , #Creativity #ArtistsHaven               ,15.0,30.0, Italy           ,2015,9,1,16,positive
382,386,radiant joy akin blooming flower sunkissed spring morning, Radiance    ,2022-05-05, SpringEnthusiast , Facebook , #Radiance #SpringBlooms                 ,25.0,50.0, Netherlands     ,2022,5,5,10,positive
383,387,sense wonder vastness cosmos stargazing night, Wonder     ,2018-07-08, CosmosExplorer  , Instagram , #Wonder #StargazingAdventure            ,40.0,80.0, South Africa    ,2018,7,8,23,positive
384,388,rejuvenated salty breeze sound wave seaside, Rejuvenation ,2021-09-20, SeaBreezeLover , Twitter  , #Rejuvenation #SeasideEscape            ,18.0,35.0, Spain           ,2021,9,20,14,positive
385,389,whisper inspiration rustling leaf serene forest, Inspiration ,2016-11-15, ForestDreamer   , Facebook , #Inspiration #ForestWhispers            ,28.0,55.0, Portugal        ,2016,11,15,11,positive
386,390,savoring warmth cup cocoa chilly winter evening, Coziness     ,2020-01-12, WinterWarmth    , Instagram , #Coziness #WarmWinterEvening           ,30.0,60.0, Switzerland     ,2020,1,12,18,positive
387,391,heartfelt gratitude laughter shared family reunion, Gratitude  ,2017-12-28, FamilyGatherer , Facebook , #Gratitude #FamilyLaughter              ,22.0,45.0, Austria         ,2017,12,28,19,positive
388,392,embarking culinary adventure savoring exotic flavor around world, Adventure ,2019-03-02, CulinaryExplorer , Twitter  , #Adventure #CulinaryJourney             ,35.0,70.0, Belgium         ,2019,3,2,20,positive
389,393,euphoria flood final puzzle piece click place, Euphoria   ,2022-06-08, PuzzleSolver    , Instagram , #Euphoria #PuzzleCompletion            ,20.0,40.0, Denmark         ,2022,6,8,15,positive
390,394,aweinspired grandeur ancient cathedral intricate architecture, Awe    ,2018-08-18, CathedralVisitor , Facebook , #Awe #ArchitecturalGrandeur            ,18.0,35.0, Czech Republic  ,2018,8,18,14,positive
391,395,captivated ethereal beauty field filled firefly, Enchantment   ,2022-08-10, NightSkyObserver , Instagram , #Enchantment #FireflyField              ,25.0,50.0, Brazil           ,2022,8,10,22,positive
392,396,immersed enchanting melody street musician violin, Melodic       ,2019-04-05, MusicLover      , Twitter  , #Melodic #StreetMusic                   ,18.0,35.0, France           ,2019,4,5,17,positive
393,397,joyful laughter resonates lively summer carnival, FestiveJoy    ,2020-12-15, CarnivalGoer    , Facebook , #FestiveJoy #SummerCarnival             ,22.0,45.0, Japan            ,2020,12,15,15,positive
394,398,exploring universe within mindful meditation session, InnerJourney  ,2017-10-20, MindfulExplorer , Instagram , #InnerJourney #MeditationBliss          ,35.0,70.0, Canada           ,2017,10,20,8,positive
395,399,soaring like free spirit wind coastal cliff, Freedom       ,2021-02-28, CoastalExplorer , Twitter  , #Freedom #CoastalAdventure              ,30.0,60.0, Australia         ,2021,2,28,13,positive
396,400,dazzled elegance masquerade ball dazzling costume, Dazzle        ,2018-06-12, MasqueradeAttendee , Facebook , #Dazzle #MasqueradeElegance            ,28.0,55.0, UK               ,2018,6,12,20,positive
397,401,whimsical delight world whimsical fairy tale, Whimsy        ,2016-03-08, FairyTaleAdventurer , Instagram , #Whimsy #FairyTaleMagic                 ,20.0,40.0, USA             ,2016,3,8,14,positive
398,402,reflective contemplation amid ruin forgotten era, Reflection    ,2023-04-18, RuinsExplorer   , Twitter  , #Reflection #ForgottenEra               ,18.0,35.0, Greece           ,2023,4,18,17,positive
399,403,riding adrenaline rush rollercoasters wild twist, Adrenaline     ,2020-07-25, ThrillSeeker    , Facebook , #Adrenaline #RollercoasterThrills      ,22.0,45.0, Germany         ,2020,7,25,12,positive
400,404,harmony resonates musician play symphony unity, Harmony       ,2019-11-30, MusicHarmonist  , Instagram , #Harmony #MusicalUnity                   ,35.0,70.0, Sweden          ,2019,11,30,19,positive
401,405,burst artistic creativity quietude artist studio, ArtisticBurst ,2015-09-01, StudioArtist    , Twitter  , #ArtisticBurst #StudioCreativity       ,15.0,30.0, Italy           ,2015,9,1,16,positive
402,406,radiant joy akin blossoming flower sunlit spring morning, Radiance      ,2022-05-05, SpringEnthusiast , Facebook , #Radiance #SpringBlooms                 ,25.0,50.0, Netherlands     ,2022,5,5,10,positive
403,407,aweinspired vastness cosmos stargazing night, Wonder       ,2018-07-08, CosmosExplorer  , Instagram , #Wonder #StargazingAdventure            ,40.0,80.0, South Africa    ,2018,7,8,23,positive
404,408,rejuvenated salty breeze sound wave seaside, Rejuvenation ,2021-09-20, SeaBreezeLover , Twitter  , #Rejuvenation #SeasideEscape            ,18.0,35.0, Spain           ,2021,9,20,14,positive
405,409,whisper inspiration rustling leaf serene forest, Inspiration  ,2016-11-15, ForestDreamer   , Facebook , #Inspiration #ForestWhispers            ,28.0,55.0, Portugal        ,2016,11,15,11,positive
406,410,savoring warmth cup cocoa chilly winter evening, Coziness     ,2020-01-12, WinterWarmth    , Instagram , #Coziness #WarmWinterEvening           ,30.0,60.0, Switzerland     ,2020,1,12,18,positive
407,411,heartfelt gratitude laughter shared family reunion, Gratitude  ,2017-12-28, FamilyGatherer , Facebook , #Gratitude #FamilyLaughter              ,22.0,45.0, Austria         ,2017,12,28,19,positive
408,412,embarking culinary odyssey savoring flavor around world, CulinaryOdyssey ,2019-03-02, CulinaryExplorer , Twitter  , #CulinaryOdyssey #FlavorsAroundTheWorld ,35.0,70.0, Belgium         ,2019,3,2,20,positive
409,413,euphoria flood final puzzle piece fit perfectly, Euphoria     ,2022-06-08, PuzzleSolver    , Instagram , #Euphoria #PerfectPuzzle               ,20.0,40.0, Denmark         ,2022,6,8,15,positive
410,414,awestruck grandeur ancient cathedral intricate architecture, Awe    ,2018-08-18, CathedralVisitor , Facebook , #Awe #ArchitecturalGrandeur            ,18.0,35.0, Czech Republic  ,2018,8,18,14,positive
411,415,curiosity awakened mystery ancient archaeological site, Curiosity  ,2015-11-08, ArchaeologyEnthusiast , Instagram , #Curiosity #AncientMysteries          ,18.0,35.0, Australia ,2015,11,8,10,positive
412,416,giddy excitement first snowflake dance sky, Excitement   ,2020-12-02, SnowfallEnthusiast , Twitter  , #Excitement #SnowfallMagic             ,22.0,45.0, Canada         ,2020,12,2,17,positive
413,417,contentment envelops aroma freshly baked bread fill air, Contentment ,2017-06-10, BreadLover     , Instagram , #Contentment #FreshBreadAroma          ,28.0,55.0, France          ,2017,6,10,12,positive
414,418,inspired resilience lone tree standing tall storm, Resilience   ,2021-04-15, NatureResilient , Facebook , #Resilience #StandingTall              ,35.0,70.0, USA             ,2021,4,15,14,positive
415,419,lost page captivating novel transported another world, Immersion ,2019-09-28, Bookworm       , Twitter  , #Immersion #CaptivatingNovel           ,20.0,40.0, UK              ,2019,9,28,19,positive
416,420,drenched nostalgia flipping old family photo album, Nostalgia ,2016-12-05, FamilyHistorian , Instagram , #Nostalgia #FamilyPhotoAlbum           ,25.0,50.0, India          ,2016,12,5,21,positive
417,421,spark inspiration ignites like shooting star night sky, Spark        ,2018-02-10, NightSkyWatcher , Facebook , #Spark #InspirationIgnited             ,30.0,60.0, Australia      ,2018,2,10,23,positive
418,422,imbued gratitude simple pleasure warm cup tea, Gratitude    ,2023-02-15, TeaEnthusiast  , Twitter  , #Gratitude #WarmTea                    ,18.0,35.0, Japan           ,2023,2,15,8,positive
419,423,marveling kaleidoscope color vibrant street market, Marvel       ,2015-08-22, MarketExplorer , Instagram , #Marvel #ColorfulStreetMarket          ,22.0,45.0, Brazil          ,2015,8,22,15,positive
420,424,awash serenity sun set tranquil lakeside retreat, Serenity   ,2020-11-20, LakesideRetreater , Facebook , #Serenity #TranquilSunset              ,28.0,55.0, Germany       ,2020,11,20,18,positive
421,425,drowning sorrow memory lost love resurface, Heartbreak    ,2019-08-05, LostInLove      , Instagram , #Heartbreak #LostLove                    ,15.0,30.0, USA             ,2019,8,5,21,positive
422,426,numbness set weight loneliness grows heavier, Loneliness    ,2021-02-12, SolitudeSeeker , Twitter  , #Loneliness #HeavyHeart                  ,18.0,35.0, Canada          ,2021,2,12,16,positive
423,427,tear fall like raindrop mourning end cherished friendship, Grief      ,2020-11-28, FriendshipsEnd  , Facebook , #Grief #LostFriendship                  ,22.0,45.0, UK              ,2020,11,28,14,positive
424,428,despair cloud mind feeling adrift endless sea darkness, Despair   ,2016-05-15, LostInDarkness  , Instagram , #Despair #EndlessDarkness               ,28.0,55.0, Australia        ,2016,5,15,22,positive
425,429,shattered betrayal trust crumbles like fragile glass, Betrayal      ,2018-09-10, BrokenTrust     , Twitter  , #Betrayal #ShatteredTrust               ,22.0,45.0, Germany         ,2018,9,10,13,positive
426,430,aching heart symphony pain play silence solitude, Suffering ,2022-03-20, SilentSufferer  , Facebook , #Suffering #HeartacheSymphony          ,25.0,50.0, Brazil          ,2022,3,20,19,positive
427,431,emotional storm whirlwind sadness engulfs every thought, EmotionalStorm ,2017-07-18, StormyFeelings  , Instagram , #EmotionalStorm #SadnessWhirlwind      ,30.0,60.0, India          ,2017,7,18,17,positive
428,432,haunted regret ghost past lingers relentlessly, Regret        ,2018-12-15, LingeringGhost  , Twitter  , #Regret #HauntedPast                    ,18.0,35.0, France         ,2018,12,15,10,positive
429,433,torn apart grief echo loss reverberate soul, Grief      ,2015-06-28, EchoesOfLoss    , Facebook , #Grief #TornApart                       ,28.0,55.0, Italy         ,2015,6,28,21,positive
430,434,isolation deepens emotional winter warmth distant memory, Isolation ,2020-04-02, WinterOfEmotions , Instagram , #Isolation #EmotionalWinter            ,35.0,70.0, Japan       ,2020,4,2,14,positive
431,435,soulcrushing disappointment hope shattered like fragile glass, Disappointment ,2019-10-08, ShatteredHopes  , Twitter  , #Disappointment #CrushedHopes          ,20.0,40.0, Spain        ,2019,10,8,18,positive
432,436,painful echo love cherished lost abyss time, LostLove ,2016-11-22, AbyssOfTime     , Facebook , #LostLove #PainfulEchoes               ,22.0,45.0, Netherlands  ,2016,11,22,9,positive
433,437,heartache deepens solitary journey abyss despair, Despair   ,2022-08-18, SolitaryDescent , Instagram , #Despair #AbyssOfHeartache             ,40.0,80.0, South Africa ,2022,8,18,22,positive
434,438,melancholy lingers bittersweet serenade quietude solitude, Melancholy ,2017-03-12, SerenadeOfSolitude , Twitter , #Melancholy #QuietSerenade             ,18.0,35.0, UK         ,2017,3,12,23,positive
435,439,bitterness like poison seeping every crevice wounded heart, Bitterness ,2015-12-15, PoisonedHeart   , Facebook , #Bitterness #WoundedHeart              ,25.0,50.0, Australia   ,2015,12,15,16,positive
436,440,emotional exhaustion weight world crushing weary shoulder, Exhaustion ,2021-09-05, WearySoulCrushed , Instagram , #Exhaustion #CrushedSpirit             ,35.0,70.0, Canada     ,2021,9,5,13,positive
437,441,sorrowful echo symphony pain played string loss, Sorrow      ,2018-05-22, StringsOfSorrow , Twitter  , #Sorrow #SymphonyOfLoss                ,18.0,35.0, Germany     ,2018,5,22,20,positive
438,442,darkness descends engulfing soul shadow despair, Darkness     ,2016-07-10, SoulInShadow    , Facebook , #Darkness #SoulEngulfed                 ,28.0,55.0, USA         ,2016,7,10,18,positive
439,443,desperation whisper silent plea glimmer hope abyss, Desperation ,2019-04-30, WhisperedDespair , Instagram , #Desperation #GlimmerOfHope            ,22.0,45.0, France    ,2019,4,30,14,positive
440,444,heart ruin remnant shattered dream scattered wind, Ruins      ,2022-01-08, DreamsInWind    , Twitter  , #Ruins #ShatteredDreams                ,20.0,40.0, Brazil     ,2022,1,8,11,positive
441,445,shattered echo shattered dream fragment hope scattered, Desolation ,2017-09-10, DreamEchoes , Twitter , #Desolation #ScatteredHope ,20.0,40.0, Australia ,2017,9,10,19,positive
442,446,avoiding thorn regret walking barefoot path remorse, Regret ,2022-04-18, RemorseWalker , Instagram , #Regret #PathOfRemorse ,25.0,50.0, Canada ,2022,4,18,11,positive
443,447,labyrinth grief wall echo footstep lost joy, Grief ,2018-12-05, JoyLabyrinth , Facebook , #Grief #LostJoyFootsteps ,18.0,35.0, USA ,2018,12,5,21,positive
444,448,soul adrift sea solitude wave loneliness crashing relentlessly, Loneliness ,2016-06-28, SolitudeSeas , Twitter , #Loneliness #CrashingWaves ,22.0,45.0, UK ,2016,6,28,14,positive
445,449,bitterness betrayal taste lingers staining palate trust, Bitterness ,2019-10-22, PalateStainer , Instagram , #Bitterness #StainedTrust ,15.0,30.0, Germany ,2019,10,22,17,positive
446,450,ruin hope echo shattered dream whisper tale loss, Desolation ,2021-03-15, HopeRuins , Facebook , #Desolation #WhisperedLoss ,28.0,55.0, Brazil ,2021,3,15,22,positive
447,451,sinking like stone ocean heartbreak ripple sigh despair, Heartbreak ,2017-08-10, OceanSinker , Twitter , #Heartbreak #RippleOfDespair ,22.0,45.0, France ,2017,8,10,19,positive
448,452,tear ink staining page journal testament silent grief, Grief ,2023-01-28, InkJournalist , Instagram , #Grief #SilentTears ,30.0,60.0, India ,2023,1,28,14,positive
449,453,wasteland lost trust echo broken promise reverberate, Betrayal ,2016-12-12, TrustWasteland , Facebook , #Betrayal #ReverberatingPromises ,25.0,50.0, Italy ,2016,12,12,10,positive
450,454,avoiding shard shattered dream walking tightrope resilience, Resilience ,2020-07-18, DreamTightrope , Twitter , #Resilience #TightropeWalk ,35.0,70.0, Japan ,2020,7,18,15,positive
451,455,suffocating silence solitude echo laughter thrived, Isolation ,2022-05-20, EchoedLaughter , Instagram , #Isolation #SilentSolitude ,30.0,60.0, South Africa ,2022,5,20,20,positive
